x,y,ymin,ymax,se,flipped_aes,PANEL,group,colour,fill,size,linetype,weight,alpha
18712.9746835443,-14.6330283953684,-15.3208701158567,-13.94518667488,0.350946102027365,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18713.3670886076,-14.6288730951733,-15.3162388367716,-13.941507353575,0.350703251192432,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18713.7594936709,-14.6289910304159,-15.3176806511426,-13.9403014096891,0.351378712139118,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18714.1518987342,-14.6330797627655,-15.3245276001251,-13.941631925406,0.352785991382267,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18714.5443037975,-14.6408368538918,-15.3354358608615,-13.946237846922,0.354393760522474,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18714.9367088608,-14.6519598654638,-15.3486772210154,-13.9552425099123,0.355474570475359,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18715.3291139241,-14.6661463071092,-15.3626429871787,-13.9696496270396,0.355361978874828,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18715.7215189873,-14.6830927541938,-15.3772609545838,-13.9889245538038,0.354173957208163,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18716.1139240506,-14.702494973973,-15.3938703223511,-14.0111196255948,0.35274900652851,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18716.5063291139,-14.7240487070561,-15.4139497493782,-14.034147664734,0.351996795739081,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18716.8987341772,-14.7474496940531,-15.4386808123396,-14.0562185757665,0.352675418394898,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18717.2911392405,-14.7723936755734,-15.4686846205779,-14.0761027305688,0.355257010076114,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18717.6835443038,-14.7985763922264,-15.5039456935428,-14.09320709091,0.359888909633159,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18718.0759493671,-14.8256935846222,-15.5439499193744,-14.1074372498699,0.366464047511964,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18718.4683544304,-14.8534409933701,-15.5880203282772,-14.1188616584629,0.374792261848388,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18718.8607594937,-14.8815359105068,-15.6359328985684,-14.1271389224452,0.38490349517246,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18719.253164557,-14.9098667828453,-15.6892359223967,-14.1304976432938,0.397644622910928,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18719.6455696203,-14.93840367616,-15.750360400912,-14.126446951408,0.414271247408917,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18720.0379746835,-14.967117158883,-15.8214826137938,-14.1127517039721,0.435908752227071,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18720.4303797468,-14.9959777994458,-15.9040386956445,-14.0879169032472,0.46330488894762,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18720.8227848101,-15.0249561662811,-15.9984800377424,-14.0514322948198,0.496704979856929,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18721.2151898734,-15.0540228278205,-16.1042829793803,-14.0037626762608,0.535856862597513,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18721.6075949367,-15.0831483524957,-16.2201398812522,-13.9461568237392,0.580108378380906,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
18722,-15.1123033087392,-16.3442188844755,-13.8803877330029,0.628539904535738,FALSE,1,-1,#D21D5C,grey60,1,1,1,0.4
